"DateTime","Embodied cognition[en]","Cognitive science[en]","Mind[en]","Cognition[en]"
"2014-11-14 00:00:00",509,908,931,2019
"2014-11-15 00:00:00",496,1155,1514,1880
"2014-11-16 00:00:00",298,823,571,1724
"2014-11-17 00:00:00",360,862,634,2185
"2014-11-18 00:00:00",412,833,624,2114
"2014-11-19 00:00:00",425,786,630,2250
"2014-11-20 00:00:00",364,786,628,2088
"2014-11-21 00:00:00",280,616,550,1753
"2014-11-22 00:00:00",238,549,443,1255
"2014-11-23 00:00:00",309,712,518,1535
"2014-11-24 00:00:00",476,791,656,2212
"2014-11-25 00:00:00",392,851,559,2024
"2014-11-26 00:00:00",389,690,558,1860
"2014-11-27 00:00:00",315,661,524,1539
"2014-11-28 00:00:00",275,712,525,1507
"2014-11-29 00:00:00",259,659,440,1260
"2014-11-30 00:00:00",290,717,484,1668
"2014-12-01 00:00:00",421,843,596,2277
"2014-12-02 00:00:00",397,915,586,2251
"2014-12-03 00:00:00",469,884,669,2215
"2014-12-04 00:00:00",400,836,610,2099
"2014-12-05 00:00:00",311,745,540,1753
"2014-12-06 00:00:00",278,672,541,1316
"2014-12-07 00:00:00",317,714,527,1459
"2014-12-08 00:00:00",507,909,549,2204
"2014-12-09 00:00:00",468,815,2085,2134
"2014-12-10 00:00:00",519,869,620,1926
"2014-12-11 00:00:00",499,840,565,2045
"2014-12-12 00:00:00",342,708,538,1710
"2014-12-13 00:00:00",293,671,504,1208
"2014-12-14 00:00:00",332,783,570,1335
"2014-12-15 00:00:00",385,862,531,1812
"2014-12-16 00:00:00",427,801,544,1791
"2014-12-17 00:00:00",341,668,587,1686
"2014-12-18 00:00:00",332,653,534,1460
"2014-12-19 00:00:00",280,596,426,1124
"2014-12-20 00:00:00",192,466,422,852
"2014-12-21 00:00:00",212,447,363,834
"2014-12-22 00:00:00",243,563,457,1198
"2014-12-23 00:00:00",236,592,403,1020
"2014-12-24 00:00:00",173,504,337,816
"2014-12-25 00:00:00",132,385,322,575
"2014-12-26 00:00:00",177,499,419,788
"2014-12-27 00:00:00",232,459,377,836
"2014-12-28 00:00:00",171,485,455,1022
"2014-12-29 00:00:00",227,22552,458,1151
"2014-12-30 00:00:00",236,20586,447,1089
"2014-12-31 00:00:00",162,490,418,846
"2015-01-01 00:00:00",161,404,348,725
"2015-01-02 00:00:00",234,498,428,983
"2015-01-03 00:00:00",240,2445,448,1094
"2015-01-04 00:00:00",256,4215,487,1155
"2015-01-05 00:00:00",304,715,494,1538
"2015-01-06 00:00:00",328,770,595,1693
"2015-01-07 00:00:00",389,731,586,1730
"2015-01-08 00:00:00",314,707,571,1725
"2015-01-09 00:00:00",294,660,606,1545
"2015-01-10 00:00:00",275,610,581,1223
"2015-01-11 00:00:00",270,610,502,1359
"2015-01-12 00:00:00",339,737,576,1803
"2015-01-13 00:00:00",425,757,645,1875
"2015-01-14 00:00:00",363,809,597,1843
"2015-01-15 00:00:00",321,747,535,1825
"2015-01-16 00:00:00",297,621,767,1618
"2015-01-17 00:00:00",214,507,448,1075
"2015-01-18 00:00:00",241,556,478,1375
"2015-01-19 00:00:00",331,713,566,1776
"2015-01-20 00:00:00",330,754,542,1938
"2015-01-21 00:00:00",323,752,559,1929
"2015-01-22 00:00:00",350,745,591,1956
"2015-01-23 00:00:00",324,682,582,1647
"2015-01-24 00:00:00",235,605,498,1149
"2015-01-25 00:00:00",302,675,488,1348
"2015-01-26 00:00:00",334,862,574,1972
"2015-01-27 00:00:00",366,917,559,2135
"2015-01-28 00:00:00",305,804,613,2102
"2015-01-29 00:00:00",357,767,567,1968
"2015-01-30 00:00:00",279,722,576,1725
"2015-01-31 00:00:00",284,636,477,1255
"2015-02-01 00:00:00",249,612,514,1365
"2015-02-02 00:00:00",437,749,765,2139
"2015-02-03 00:00:00",361,776,629,2173
"2015-02-04 00:00:00",347,722,624,2112
"2015-02-05 00:00:00",339,787,602,2474
"2015-02-06 00:00:00",321,701,603,2003
"2015-02-07 00:00:00",213,575,492,1201
"2015-02-08 00:00:00",270,669,543,1516
"2015-02-09 00:00:00",369,1009,570,2058
"2015-02-10 00:00:00",445,927,600,2140
"2015-02-11 00:00:00",390,805,556,2064
"2015-02-12 00:00:00",413,770,548,1950
"2015-02-13 00:00:00",358,720,546,1771
"2015-02-14 00:00:00",219,480,426,1179
"2015-02-15 00:00:00",275,573,563,1207
"2015-02-16 00:00:00",313,761,617,1802
"2015-02-17 00:00:00",518,693,529,1800
"2015-02-18 00:00:00",357,719,526,1955
"2015-02-19 00:00:00",426,728,580,1897
"2015-02-20 00:00:00",441,705,539,1586
"2015-02-21 00:00:00",209,544,463,1196
"2015-02-22 00:00:00",255,597,477,1352
"2015-02-23 00:00:00",394,778,593,2083
"2015-02-24 00:00:00",326,816,603,2149
"2015-02-25 00:00:00",381,804,585,2123
"2015-02-26 00:00:00",346,793,588,1935
"2015-02-27 00:00:00",299,748,543,1823
"2015-02-28 00:00:00",218,569,506,1247
"2015-03-01 00:00:00",246,711,825,1429
"2015-03-02 00:00:00",371,806,1020,2196
"2015-03-03 00:00:00",405,870,827,2184
"2015-03-04 00:00:00",415,892,760,2101
"2015-03-05 00:00:00",357,768,607,2032
"2015-03-06 00:00:00",298,692,824,1696
"2015-03-07 00:00:00",246,545,591,1529
"2015-03-08 00:00:00",310,643,561,1760
"2015-03-09 00:00:00",361,721,839,2177
"2015-03-10 00:00:00",365,776,657,2137
"2015-03-11 00:00:00",350,848,924,2152
"2015-03-12 00:00:00",336,839,780,2344
"2015-03-13 00:00:00",320,650,832,1887
"2015-03-14 00:00:00",241,558,695,1391
"2015-03-15 00:00:00",301,675,598,1482
"2015-03-16 00:00:00",342,769,790,2131
"2015-03-17 00:00:00",330,752,712,2132
"2015-03-18 00:00:00",409,725,719,2082
"2015-03-19 00:00:00",362,687,1038,1959
"2015-03-20 00:00:00",297,663,683,1788
"2015-03-21 00:00:00",219,564,542,1346
"2015-03-22 00:00:00",328,626,619,1601
"2015-03-23 00:00:00",355,788,743,2161
"2015-03-24 00:00:00",388,759,775,2113
"2015-03-25 00:00:00",393,793,851,2204
"2015-03-26 00:00:00",361,785,799,2209
"2015-03-27 00:00:00",330,647,699,1780
"2015-03-28 00:00:00",299,547,572,1226
"2015-03-29 00:00:00",272,651,590,1449
"2015-03-30 00:00:00",395,907,793,2035
"2015-03-31 00:00:00",453,851,709,1922
"2015-04-01 00:00:00",414,823,830,1902
"2015-04-02 00:00:00",330,653,684,1779
"2015-04-03 00:00:00",264,618,560,1408
"2015-04-04 00:00:00",228,597,575,1116
"2015-04-05 00:00:00",223,546,762,1205
"2015-04-06 00:00:00",340,730,703,1827
"2015-04-07 00:00:00",362,852,762,2071
"2015-04-08 00:00:00",416,872,735,1927
"2015-04-09 00:00:00",341,773,928,2077
"2015-04-10 00:00:00",325,721,654,1603
"2015-04-11 00:00:00",226,470,542,1367
"2015-04-12 00:00:00",289,592,603,1474
"2015-04-13 00:00:00",388,738,715,2109
"2015-04-14 00:00:00",392,761,884,2133
"2015-04-15 00:00:00",341,779,900,2245
"2015-04-16 00:00:00",397,768,737,2113
"2015-04-17 00:00:00",289,668,577,1967
"2015-04-18 00:00:00",235,517,667,1276
"2015-04-19 00:00:00",271,668,638,1581
"2015-04-20 00:00:00",383,667,792,1969
"2015-04-21 00:00:00",347,776,807,2124
"2015-04-22 00:00:00",409,1019,796,2066
"2015-04-23 00:00:00",353,801,815,2005
"2015-04-24 00:00:00",313,693,667,1645
"2015-04-25 00:00:00",249,591,521,1278
"2015-04-26 00:00:00",282,629,647,1572
"2015-04-27 00:00:00",397,803,785,2116
"2015-04-28 00:00:00",401,1071,741,2004
"2015-04-29 00:00:00",400,699,782,2160
"2015-04-30 00:00:00",388,715,703,1936
"2015-05-01 00:00:00",309,652,694,1633
"2015-05-02 00:00:00",230,492,585,1264
"2015-05-03 00:00:00",252,562,638,1315
"2015-05-04 00:00:00",413,873,798,1989
"2015-05-05 00:00:00",358,925,709,2063
"2015-05-06 00:00:00",386,925,784,1999
"2015-05-07 00:00:00",363,943,663,1985
"2015-05-08 00:00:00",318,823,1464,2403
"2015-05-09 00:00:00",249,553,681,1199
"2015-05-10 00:00:00",278,543,639,1432
"2015-05-11 00:00:00",388,740,799,2040
"2015-05-12 00:00:00",356,708,851,2017
"2015-05-13 00:00:00",267,827,827,1812
"2015-05-14 00:00:00",294,786,896,1874
"2015-05-15 00:00:00",286,638,666,1614
"2015-05-16 00:00:00",247,654,474,1147
"2015-05-17 00:00:00",271,587,568,1378
"2015-05-18 00:00:00",326,695,644,1661
"2015-05-19 00:00:00",303,723,678,1822
"2015-05-20 00:00:00",298,696,657,1734
"2015-05-21 00:00:00",344,719,744,1829
"2015-05-22 00:00:00",241,592,577,1343
"2015-05-23 00:00:00",217,505,546,1022
"2015-05-24 00:00:00",227,657,533,1174
"2015-05-25 00:00:00",251,747,620,1424
"2015-05-26 00:00:00",283,792,782,1683
"2015-05-27 00:00:00",241,708,678,1467
"2015-05-28 00:00:00",259,660,748,1619
"2015-05-29 00:00:00",246,578,655,1342
"2015-05-30 00:00:00",172,509,516,1040
"2015-05-31 00:00:00",216,611,581,1184
"2015-06-01 00:00:00",344,765,735,1681
"2015-06-02 00:00:00",245,675,634,1616
"2015-06-03 00:00:00",282,732,664,1665
"2015-06-04 00:00:00",248,738,607,1620
"2015-06-05 00:00:00",271,718,633,1431
"2015-06-06 00:00:00",185,508,710,1038
"2015-06-07 00:00:00",197,550,796,1102
"2015-06-08 00:00:00",287,675,630,1522
"2015-06-09 00:00:00",293,702,647,1551
"2015-06-10 00:00:00",296,677,615,1637
"2015-06-11 00:00:00",275,679,607,1686
"2015-06-12 00:00:00",231,635,678,1274
"2015-06-13 00:00:00",161,458,431,943
"2015-06-14 00:00:00",181,502,425,986
"2015-06-15 00:00:00",242,669,434,991
"2015-06-16 00:00:00",229,677,472,1144
"2015-06-17 00:00:00",234,614,449,836
"2015-06-18 00:00:00",214,718,488,660
"2015-06-19 00:00:00",199,568,331,540
"2015-06-20 00:00:00",137,423,316,429
"2015-06-21 00:00:00",140,446,357,443
"2015-06-22 00:00:00",219,654,413,594
"2015-06-23 00:00:00",220,578,493,743
"2015-06-24 00:00:00",173,606,434,686
"2015-06-25 00:00:00",194,559,402,871
"2015-06-26 00:00:00",165,483,441,892
"2015-06-27 00:00:00",112,358,425,724
"2015-06-28 00:00:00",221,464,582,1101
"2015-06-29 00:00:00",201,534,595,1203
"2015-06-30 00:00:00",181,569,481,1227
"2015-07-01 00:00:00",178,500,654,1132
"2015-07-02 00:00:00",212,555,553,1145
"2015-07-03 00:00:00",165,434,511,921
"2015-07-04 00:00:00",134,390,478,704
"2015-07-05 00:00:00",159,441,397,781
"2015-07-06 00:00:00",199,585,528,1297
"2015-07-07 00:00:00",204,629,600,1183
"2015-07-08 00:00:00",215,525,540,1191
"2015-07-09 00:00:00",225,581,495,1110
"2015-07-10 00:00:00",219,549,424,975
"2015-07-11 00:00:00",165,426,396,818
"2015-07-12 00:00:00",195,451,463,877
"2015-07-13 00:00:00",209,574,507,1225
"2015-07-14 00:00:00",197,531,488,1231
"2015-07-15 00:00:00",177,532,497,1161
"2015-07-16 00:00:00",175,568,569,1152
"2015-07-17 00:00:00",137,474,404,1061
"2015-07-18 00:00:00",120,411,384,820
"2015-07-19 00:00:00",136,465,404,821
"2015-07-20 00:00:00",180,591,478,1227
"2015-07-21 00:00:00",185,581,486,1222
"2015-07-22 00:00:00",167,562,483,1193
"2015-07-23 00:00:00",195,567,501,1121
"2015-07-24 00:00:00",153,547,432,985
"2015-07-25 00:00:00",136,407,372,766
"2015-07-26 00:00:00",126,498,390,872
"2015-07-27 00:00:00",182,584,467,1182
"2015-07-28 00:00:00",190,658,474,1272
"2015-07-29 00:00:00",212,655,485,1278
"2015-07-30 00:00:00",188,725,476,1187
"2015-07-31 00:00:00",167,548,683,1087
"2015-08-01 00:00:00",117,442,432,811
"2015-08-02 00:00:00",135,402,495,828
"2015-08-03 00:00:00",170,487,427,1072
"2015-08-04 00:00:00",468,582,505,1206
"2015-08-05 00:00:00",173,582,465,1137
"2015-08-06 00:00:00",164,535,468,1178
"2015-08-07 00:00:00",154,520,429,934
"2015-08-08 00:00:00",126,401,423,729
"2015-08-09 00:00:00",142,483,395,831
"2015-08-10 00:00:00",177,517,494,1094
"2015-08-11 00:00:00",149,592,598,1225
"2015-08-12 00:00:00",174,583,489,1268
"2015-08-13 00:00:00",202,520,528,1140
"2015-08-14 00:00:00",184,525,501,1060
"2015-08-15 00:00:00",109,421,433,834
"2015-08-16 00:00:00",179,417,458,905
"2015-08-17 00:00:00",169,652,559,1276
"2015-08-18 00:00:00",182,611,560,1226
"2015-08-19 00:00:00",181,578,542,1192
"2015-08-20 00:00:00",170,606,585,1239
"2015-08-21 00:00:00",183,514,529,1128
"2015-08-22 00:00:00",136,459,423,742
"2015-08-23 00:00:00",223,490,481,941
"2015-08-24 00:00:00",230,618,600,1282
"2015-08-25 00:00:00",198,661,589,1267
"2015-08-26 00:00:00",185,666,584,1486
"2015-08-27 00:00:00",167,697,556,1432
"2015-08-28 00:00:00",198,570,503,1177
"2015-08-29 00:00:00",129,417,413,870
"2015-08-30 00:00:00",130,466,671,1165
"2015-08-31 00:00:00",241,613,769,1611
"2015-09-01 00:00:00",274,676,792,1698
"2015-09-02 00:00:00",176,624,719,1739
"2015-09-03 00:00:00",172,539,680,1530
"2015-09-04 00:00:00",190,604,725,1423
"2015-09-05 00:00:00",131,436,574,973
"2015-09-06 00:00:00",203,542,632,1126
"2015-09-07 00:00:00",211,615,749,1489
"2015-09-08 00:00:00",242,688,855,1747
"2015-09-09 00:00:00",227,708,764,1789
"2015-09-10 00:00:00",208,771,790,1847
"2015-09-11 00:00:00",205,607,661,1512
"2015-09-12 00:00:00",162,455,520,987
"2015-09-13 00:00:00",210,563,631,1342
"2015-09-14 00:00:00",244,789,758,1883
"2015-09-15 00:00:00",256,785,795,1976
"2015-09-16 00:00:00",213,769,813,1929
"2015-09-17 00:00:00",253,753,817,1920
"2015-09-18 00:00:00",264,729,652,1566
"2015-09-19 00:00:00",154,622,557,1060
"2015-09-20 00:00:00",213,680,600,1169
"2015-09-21 00:00:00",276,763,872,1885
"2015-09-22 00:00:00",355,730,1040,1887
"2015-09-23 00:00:00",420,808,1709,2119
"2015-09-24 00:00:00",314,708,1064,1914
"2015-09-25 00:00:00",220,665,703,1541
"2015-09-26 00:00:00",174,573,540,1134
"2015-09-27 00:00:00",200,678,645,1256
"2015-09-28 00:00:00",297,767,980,2006
"2015-09-29 00:00:00",282,754,1009,1966
"2015-09-30 00:00:00",286,727,1101,2170
"2015-10-01 00:00:00",280,726,1907,2867
"2015-10-02 00:00:00",221,644,950,1714
"2015-10-03 00:00:00",163,619,556,1141
"2015-10-04 00:00:00",186,591,669,1253
"2015-10-05 00:00:00",267,833,842,1915
"2015-10-06 00:00:00",313,774,1034,2420
"2015-10-07 00:00:00",275,763,1433,2766
"2015-10-08 00:00:00",249,769,1097,2245
"2015-10-09 00:00:00",245,752,1260,2123
"2015-10-10 00:00:00",180,535,549,1086
"2015-10-11 00:00:00",232,600,744,1459
"2015-10-12 00:00:00",339,808,865,2034
"2015-10-13 00:00:00",301,779,1081,2255
"2015-10-14 00:00:00",341,737,879,2054
"2015-10-15 00:00:00",323,718,996,2042
"2015-10-16 00:00:00",253,700,954,1762
"2015-10-17 00:00:00",182,580,597,1099
"2015-10-18 00:00:00",254,638,642,1277
"2015-10-19 00:00:00",318,766,844,1815
"2015-10-20 00:00:00",299,741,803,1812
"2015-10-21 00:00:00",312,782,803,1763
"2015-10-22 00:00:00",298,812,1018,1721
"2015-10-23 00:00:00",323,702,890,1427
"2015-10-24 00:00:00",218,519,512,1015
"2015-10-25 00:00:00",234,524,634,1283
"2015-10-26 00:00:00",317,749,878,1694
"2015-10-27 00:00:00",341,770,750,1565
"2015-10-28 00:00:00",338,759,741,1497
"2015-10-29 00:00:00",298,783,737,1530
"2015-10-30 00:00:00",239,689,566,1237
"2015-10-31 00:00:00",191,501,459,1007
"2015-11-01 00:00:00",225,521,511,1074
"2015-11-02 00:00:00",336,803,795,1592
"2015-11-03 00:00:00",388,740,761,1671
"2015-11-04 00:00:00",452,749,766,1713
"2015-11-05 00:00:00",288,773,1300,2104
"2015-11-06 00:00:00",259,610,904,1523
"2015-11-07 00:00:00",214,564,534,1085
"2015-11-08 00:00:00",197,583,486,1226
"2015-11-09 00:00:00",305,720,700,1634
"2015-11-10 00:00:00",357,790,781,1545
"2015-11-11 00:00:00",330,716,879,1443
"2015-11-12 00:00:00",354,719,716,1502
"2015-11-13 00:00:00",287,666,736,1405
"2015-11-14 00:00:00",205,506,479,993
"2015-11-15 00:00:00",266,607,1595,2257
"2015-11-16 00:00:00",320,731,1234,2168
"2015-11-17 00:00:00",297,740,859,1906
"2015-11-18 00:00:00",291,732,749,1869
"2015-11-19 00:00:00",306,679,907,1841
"2015-11-20 00:00:00",271,633,764,1497
"2015-11-21 00:00:00",174,489,671,1198
"2015-11-22 00:00:00",197,577,616,1352
"2015-11-23 00:00:00",283,698,748,1791
"2015-11-24 00:00:00",294,724,807,1766
"2015-11-25 00:00:00",259,732,639,1509
"2015-11-26 00:00:00",252,681,626,1438
"2015-11-27 00:00:00",184,502,526,1192
"2015-11-28 00:00:00",187,568,468,1040
"2015-11-29 00:00:00",218,649,513,1252
"2015-11-30 00:00:00",297,820,759,1716
"2015-12-01 00:00:00",290,850,807,1853
"2015-12-02 00:00:00",296,784,705,1809
"2015-12-03 00:00:00",301,759,796,1823
"2015-12-04 00:00:00",256,693,661,1467
"2015-12-05 00:00:00",238,582,536,1084
"2015-12-06 00:00:00",310,574,531,1293
"2015-12-07 00:00:00",424,757,735,1819
"2015-12-08 00:00:00",404,791,808,1938
"2015-12-09 00:00:00",402,828,839,1956
"2015-12-10 00:00:00",371,767,769,1822
"2015-12-11 00:00:00",290,680,682,1477
"2015-12-12 00:00:00",222,568,525,1082
"2015-12-13 00:00:00",294,675,508,1206
"2015-12-14 00:00:00",387,832,675,1658
"2015-12-15 00:00:00",328,749,639,1609
"2015-12-16 00:00:00",277,703,740,1571
"2015-12-17 00:00:00",291,693,723,1400
"2015-12-18 00:00:00",163,616,965,1144
"2015-12-19 00:00:00",167,509,458,806
"2015-12-20 00:00:00",168,481,421,753
"2015-12-21 00:00:00",174,591,505,1067
"2015-12-22 00:00:00",148,629,554,1054
"2015-12-23 00:00:00",154,466,566,927
"2015-12-24 00:00:00",127,471,452,721
"2015-12-25 00:00:00",107,448,415,536
"2015-12-26 00:00:00",134,465,416,702
"2015-12-27 00:00:00",153,484,430,767
"2015-12-28 00:00:00",190,557,476,902
"2015-12-29 00:00:00",166,558,552,965
"2015-12-30 00:00:00",153,580,433,939
"2015-12-31 00:00:00",122,452,521,848
"2016-01-01 00:00:00",115,401,302,605
"2016-01-02 00:00:00",127,476,421,760
"2016-01-03 00:00:00",131,480,401,888
"2016-01-04 00:00:00",275,647,545,1275
"2016-01-05 00:00:00",263,629,601,1369
"2016-01-06 00:00:00",229,650,583,1481
"2016-01-07 00:00:00",248,645,680,1653
"2016-01-08 00:00:00",224,549,676,1464
"2016-01-09 00:00:00",197,498,469,925
"2016-01-10 00:00:00",185,530,716,1255
"2016-01-11 00:00:00",234,653,716,1769
"2016-01-12 00:00:00",239,696,661,1598
"2016-01-13 00:00:00",317,714,630,1561
"2016-01-14 00:00:00",359,748,823,1773
"2016-01-15 00:00:00",293,618,570,1763
"2016-01-16 00:00:00",193,487,425,881
"2016-01-17 00:00:00",221,494,439,990
"2016-01-18 00:00:00",267,645,627,1443
"2016-01-19 00:00:00",455,646,692,1531
"2016-01-20 00:00:00",266,671,662,1672
"2016-01-21 00:00:00",231,686,667,1713
"2016-01-22 00:00:00",227,609,620,1437
"2016-01-23 00:00:00",174,624,449,987
"2016-01-24 00:00:00",181,647,553,1185
"2016-01-25 00:00:00",231,781,663,1746
"2016-01-26 00:00:00",285,758,709,1737
"2016-01-27 00:00:00",224,872,701,1891
"2016-01-28 00:00:00",284,800,753,1754
"2016-01-29 00:00:00",228,684,633,1494
"2016-01-30 00:00:00",155,608,459,945
"2016-01-31 00:00:00",202,568,477,1111
"2016-02-01 00:00:00",283,662,667,1705
"2016-02-02 00:00:00",238,685,699,1779
"2016-02-03 00:00:00",243,699,685,1748
"2016-02-04 00:00:00",255,665,615,1715
"2016-02-05 00:00:00",241,638,707,1483
"2016-02-06 00:00:00",194,549,584,1055
"2016-02-07 00:00:00",203,511,783,1146
"2016-02-08 00:00:00",261,689,570,1732
"2016-02-09 00:00:00",307,673,626,1742
"2016-02-10 00:00:00",332,716,709,1835
"2016-02-11 00:00:00",237,689,661,1835
"2016-02-12 00:00:00",202,600,580,1466
"2016-02-13 00:00:00",162,429,455,1007
"2016-02-14 00:00:00",171,485,442,1114
"2016-02-15 00:00:00",254,678,538,1469
"2016-02-16 00:00:00",257,728,629,1742
"2016-02-17 00:00:00",243,748,690,1825
"2016-02-18 00:00:00",297,701,729,1864
"2016-02-19 00:00:00",236,684,591,1531
"2016-02-20 00:00:00",162,463,403,958
"2016-02-21 00:00:00",212,555,488,1212
"2016-02-22 00:00:00",275,813,702,1940
"2016-02-23 00:00:00",285,707,657,1956
"2016-02-24 00:00:00",297,716,651,1875
"2016-02-25 00:00:00",303,719,720,1850
"2016-02-26 00:00:00",232,635,624,1715
"2016-02-27 00:00:00",155,584,483,1047
"2016-02-28 00:00:00",200,555,508,1273
"2016-02-29 00:00:00",325,736,656,1787
"2016-03-01 00:00:00",265,715,745,1797
"2016-03-02 00:00:00",274,794,638,1765
"2016-03-03 00:00:00",265,732,742,1804
"2016-03-04 00:00:00",242,590,653,1482
"2016-03-05 00:00:00",210,497,407,1004
"2016-03-06 00:00:00",212,535,367,1053
"2016-03-07 00:00:00",271,737,443,1549
"2016-03-08 00:00:00",301,716,430,1468
"2016-03-09 00:00:00",253,665,446,1606
"2016-03-10 00:00:00",457,663,499,1532
"2016-03-11 00:00:00",267,646,471,1330
"2016-03-12 00:00:00",184,517,422,1008
"2016-03-13 00:00:00",230,562,374,1028
"2016-03-14 00:00:00",296,700,482,1512
"2016-03-15 00:00:00",301,772,513,1519
"2016-03-16 00:00:00",273,658,751,1516
"2016-03-17 00:00:00",241,673,650,1482
"2016-03-18 00:00:00",251,552,638,1337
"2016-03-19 00:00:00",153,469,743,844
"2016-03-20 00:00:00",222,538,343,981
"2016-03-21 00:00:00",257,675,510,1468
"2016-03-22 00:00:00",250,660,610,1365
"2016-03-23 00:00:00",290,604,567,1318
"2016-03-24 00:00:00",284,629,446,1238
"2016-03-25 00:00:00",222,489,312,985
"2016-03-26 00:00:00",160,468,304,764
"2016-03-27 00:00:00",223,475,303,862
"2016-03-28 00:00:00",383,608,489,1238
"2016-03-29 00:00:00",276,727,731,1474
"2016-03-30 00:00:00",305,626,624,1449
"2016-03-31 00:00:00",336,623,620,1378
"2016-04-01 00:00:00",269,637,532,1225
"2016-04-02 00:00:00",220,474,611,800
"2016-04-03 00:00:00",268,500,402,981
"2016-04-04 00:00:00",413,714,497,1438
"2016-04-05 00:00:00",427,688,692,1489
"2016-04-06 00:00:00",398,668,556,1417
"2016-04-07 00:00:00",382,696,687,1436
"2016-04-08 00:00:00",336,622,512,1214
"2016-04-09 00:00:00",204,537,417,864
"2016-04-10 00:00:00",231,538,372,964
"2016-04-11 00:00:00",323,729,482,1486
"2016-04-12 00:00:00",334,736,476,1591
"2016-04-13 00:00:00",341,682,464,1503
"2016-04-14 00:00:00",363,639,497,1436
"2016-04-15 00:00:00",270,595,617,1197
"2016-04-16 00:00:00",217,453,349,851
"2016-04-17 00:00:00",259,572,545,1024
"2016-04-18 00:00:00",392,668,411,1443
"2016-04-19 00:00:00",345,710,406,1519
"2016-04-20 00:00:00",302,687,494,1428
"2016-04-21 00:00:00",341,632,510,1312
"2016-04-22 00:00:00",232,606,419,1181
"2016-04-23 00:00:00",171,424,433,815
"2016-04-24 00:00:00",261,468,360,993
"2016-04-25 00:00:00",291,700,437,1369
"2016-04-26 00:00:00",331,684,571,1438
"2016-04-27 00:00:00",318,713,426,1469
"2016-04-28 00:00:00",278,698,517,1445
"2016-04-29 00:00:00",241,637,632,1148
"2016-04-30 00:00:00",233,558,507,872
"2016-05-01 00:00:00",233,509,339,911
"2016-05-02 00:00:00",390,675,450,1384
"2016-05-03 00:00:00",325,696,694,1382
"2016-05-04 00:00:00",284,656,676,1325
"2016-05-05 00:00:00",252,617,492,1194
"2016-05-06 00:00:00",235,578,481,1127
"2016-05-07 00:00:00",200,500,381,816
"2016-05-08 00:00:00",268,514,381,893
"2016-05-09 00:00:00",310,716,458,1376
"2016-05-10 00:00:00",310,739,679,1471
"2016-05-11 00:00:00",296,611,427,1418
"2016-05-12 00:00:00",254,594,431,1286
"2016-05-13 00:00:00",246,581,390,1092
"2016-05-14 00:00:00",221,423,513,726
"2016-05-15 00:00:00",207,473,325,920
"2016-05-16 00:00:00",222,669,442,1212
"2016-05-17 00:00:00",289,723,473,1336
"2016-05-18 00:00:00",245,677,494,1341
"2016-05-19 00:00:00",302,712,542,1198
"2016-05-20 00:00:00",244,550,364,1139
"2016-05-21 00:00:00",206,549,285,785
"2016-05-22 00:00:00",265,488,356,821
"2016-05-23 00:00:00",290,667,450,1265
"2016-05-24 00:00:00",366,767,578,1321
"2016-05-25 00:00:00",230,666,609,1244
"2016-05-26 00:00:00",245,593,395,1055
"2016-05-27 00:00:00",211,520,438,914
"2016-05-28 00:00:00",152,431,526,648
"2016-05-29 00:00:00",193,492,306,760
"2016-05-30 00:00:00",228,516,380,994
"2016-05-31 00:00:00",238,591,420,1179
"2016-06-01 00:00:00",247,613,436,1130
"2016-06-02 00:00:00",220,573,425,1052
"2016-06-03 00:00:00",222,508,358,1046
"2016-06-04 00:00:00",203,390,303,666
"2016-06-05 00:00:00",198,404,302,779
"2016-06-06 00:00:00",211,537,473,1123
"2016-06-07 00:00:00",223,556,618,1108
"2016-06-08 00:00:00",211,587,410,1215
"2016-06-09 00:00:00",272,539,412,1075
"2016-06-10 00:00:00",201,472,380,889
"2016-06-11 00:00:00",161,401,312,573
"2016-06-12 00:00:00",185,449,378,673
"2016-06-13 00:00:00",212,571,415,950
"2016-06-14 00:00:00",233,612,446,990
"2016-06-15 00:00:00",190,542,416,994
"2016-06-16 00:00:00",199,544,794,925
"2016-06-17 00:00:00",150,504,352,907
"2016-06-18 00:00:00",134,375,313,655
"2016-06-19 00:00:00",117,384,321,662
"2016-06-20 00:00:00",440,554,400,1006
"2016-06-21 00:00:00",207,548,401,1011
"2016-06-22 00:00:00",168,576,426,940
"2016-06-23 00:00:00",419,504,427,958
"2016-06-24 00:00:00",175,471,357,842
"2016-06-25 00:00:00",138,363,307,677
"2016-06-26 00:00:00",156,383,306,718
"2016-06-27 00:00:00",182,564,388,953
"2016-06-28 00:00:00",224,541,420,960
"2016-06-29 00:00:00",185,529,427,1049
"2016-06-30 00:00:00",162,526,382,899
"2016-07-01 00:00:00",147,478,338,737
"2016-07-02 00:00:00",108,400,319,523
"2016-07-03 00:00:00",119,384,292,567
"2016-07-04 00:00:00",130,544,363,714
"2016-07-05 00:00:00",144,522,346,802
"2016-07-06 00:00:00",176,539,398,836
"2016-07-07 00:00:00",202,477,437,829
"2016-07-08 00:00:00",147,499,493,760
"2016-07-09 00:00:00",115,373,532,560
"2016-07-10 00:00:00",121,393,345,676
"2016-07-11 00:00:00",160,460,449,867
"2016-07-12 00:00:00",266,504,504,888
"2016-07-13 00:00:00",171,545,337,837
"2016-07-14 00:00:00",175,467,330,871
"2016-07-15 00:00:00",129,376,396,737
"2016-07-16 00:00:00",125,333,460,541
